original_image_id,source_file,output_file,assigned_condition,distortion,severity,parameters,seed
175530,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000175530.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000175530.jpg,motion_blur_severe,motion_blur,severe,"{'distortion': 'motion_blur', 'kernel_length': 25, 'angle': 166.9100103744644, 'severity': 'severe', 'mse': 440.1572655706333, 'psnr': 21.694724858213796}",42
176588,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000176588.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000176588.jpg,motion_blur_mild,motion_blur,mild,"{'distortion': 'motion_blur', 'kernel_length': 5, 'angle': 145.8870013327389, 'severity': 'mild', 'mse': 713.7703942232631, 'psnr': 19.595218305462794}",42
176730,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000176730.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000176730.jpg,clean,,,{'condition': 'clean'},42
177954,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000177954.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000177954.jpg,low_light_medium,low_light,medium,"{'distortion': 'low_light', 'gamma': 2.2, 'brightness_scale': 1.0, 'severity': 'medium', 'mse': 1735.1692773709901, 'psnr': 15.737385113421617}",42
178566,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000178566.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000178566.jpg,jpeg_medium,jpeg,medium,"{'distortion': 'jpeg', 'quality': 20, 'severity': 'medium', 'mse': 119.19572690763052, 'psnr': 27.368196743705774}",42
179960,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000179960.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000179960.jpg,clean,,,{'condition': 'clean'},42
179964,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000179964.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000179964.jpg,clean,,,{'condition': 'clean'},42
180539,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000180539.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000180539.jpg,clean,,,{'condition': 'clean'},42
180641,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000180641.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000180641.jpg,motion_blur_medium,motion_blur,medium,"{'distortion': 'motion_blur', 'kernel_length': 15, 'angle': 86.02745829834399, 'severity': 'medium', 'mse': 697.3110204965358, 'psnr': 19.69653831898454}",42
181769,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000181769.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000181769.jpg,low_light_medium,low_light,medium,"{'distortion': 'low_light', 'gamma': 2.2, 'brightness_scale': 1.0, 'severity': 'medium', 'mse': 3019.649709017997, 'psnr': 13.331237948193701}",42
185229,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000185229.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000185229.jpg,clean,,,{'condition': 'clean'},42
187277,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000187277.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000187277.jpg,motion_blur_medium,motion_blur,medium,"{'distortion': 'motion_blur', 'kernel_length': 15, 'angle': 79.9113930045375, 'severity': 'medium', 'mse': 780.6790615219093, 'psnr': 19.20607829495333}",42
187496,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000187496.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000187496.jpg,clean,,,{'condition': 'clean'},42
188029,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000188029.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000188029.jpg,jpeg_mild,jpeg,mild,"{'distortion': 'jpeg', 'quality': 50, 'severity': 'mild', 'mse': 84.0369462334114, 'psnr': 28.886100984057084}",42
188862,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000188862.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000188862.jpg,clean,,,{'condition': 'clean'},42
189148,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000189148.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000189148.jpg,jpeg_mild,jpeg,mild,"{'distortion': 'jpeg', 'quality': 50, 'severity': 'mild', 'mse': 80.09231011284722, 'psnr': 29.09489540612357}",42
189296,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000189296.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000189296.jpg,motion_blur_medium,motion_blur,medium,"{'distortion': 'motion_blur', 'kernel_length': 15, 'angle': 140.10292598204936, 'severity': 'medium', 'mse': 714.38978515625, 'psnr': 19.591451247886383}",42
189780,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000189780.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000189780.jpg,clean,,,{'condition': 'clean'},42
191850,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000191850.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000191850.jpg,low_light_severe,low_light,severe,"{'distortion': 'low_light', 'gamma': 3.0, 'brightness_scale': 1.0, 'severity': 'severe', 'mse': 4114.352795794025, 'psnr': 11.987788322118327}",42
193213,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000193213.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000193213.jpg,low_light_mild,low_light,mild,"{'distortion': 'low_light', 'gamma': 1.5, 'brightness_scale': 1.0, 'severity': 'mild', 'mse': 735.5257066666667, 'psnr': 19.464825049214472}",42
194346,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000194346.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000194346.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 354.5294259982639, 'psnr': 22.63428073342327}",42
195484,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000195484.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000195484.jpg,low_light_mild,low_light,mild,"{'distortion': 'low_light', 'gamma': 1.5, 'brightness_scale': 1.0, 'severity': 'mild', 'mse': 867.513984375, 'psnr': 18.748038764967067}",42
196418,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000196418.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000196418.jpg,jpeg_mild,jpeg,mild,"{'distortion': 'jpeg', 'quality': 50, 'severity': 'mild', 'mse': 84.61580088888888, 'psnr': 28.856288914683994}",42
196723,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000196723.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000196723.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 239.47973434744267, 'psnr': 24.33811593152672}",42
197221,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000197221.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000197221.jpg,motion_blur_medium,motion_blur,medium,"{'distortion': 'motion_blur', 'kernel_length': 15, 'angle': 125.85675786655348, 'severity': 'medium', 'mse': 1621.300368006651, 'psnr': 16.032168795891476}",42
197636,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000197636.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000197636.jpg,low_light_medium,low_light,medium,"{'distortion': 'low_light', 'gamma': 2.2, 'brightness_scale': 1.0, 'severity': 'medium', 'mse': 3802.6617974238875, 'psnr': 12.329926591860122}",42
198323,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000198323.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000198323.jpg,jpeg_mild,jpeg,mild,"{'distortion': 'jpeg', 'quality': 50, 'severity': 'mild', 'mse': 90.31454156839622, 'psnr': 28.573226790541888}",42
198596,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000198596.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000198596.jpg,motion_blur_severe,motion_blur,severe,"{'distortion': 'motion_blur', 'kernel_length': 25, 'angle': 171.44706490298384, 'severity': 'severe', 'mse': 886.5845160590278, 'psnr': 18.653602186653025}",42
199152,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000199152.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000199152.jpg,low_light_medium,low_light,medium,"{'distortion': 'low_light', 'gamma': 2.2, 'brightness_scale': 1.0, 'severity': 'medium', 'mse': 2827.0965228873238, 'psnr': 13.617397244188128}",42
199577,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000199577.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000199577.jpg,clean,,,{'condition': 'clean'},42
201726,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000201726.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000201726.jpg,low_light_mild,low_light,mild,"{'distortion': 'low_light', 'gamma': 1.5, 'brightness_scale': 1.0, 'severity': 'mild', 'mse': 818.0658536783855, 'psnr': 19.002920954142276}",42
201736,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000201736.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000201736.jpg,motion_blur_severe,motion_blur,severe,"{'distortion': 'motion_blur', 'kernel_length': 25, 'angle': 112.65526717740202, 'severity': 'severe', 'mse': 997.64388671875, 'psnr': 18.14104815204408}",42
202767,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000202767.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000202767.jpg,clean,,,{'condition': 'clean'},42
203798,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000203798.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000203798.jpg,motion_blur_severe,motion_blur,severe,"{'distortion': 'motion_blur', 'kernel_length': 25, 'angle': 152.66864665670553, 'severity': 'severe', 'mse': 1480.177574892662, 'psnr': 16.42766540628464}",42
209232,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000209232.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000209232.jpg,clean,,,{'condition': 'clean'},42
209768,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000209768.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000209768.jpg,jpeg_mild,jpeg,mild,"{'distortion': 'jpeg', 'quality': 50, 'severity': 'mild', 'mse': 44.47808064679643, 'psnr': 31.649343229074475}",42
